date,draw_time,d1,d2,d3,combo
2016-03-01,9PM,7,6,4,764
2016-03-02,11AM,5,7,9,579
2016-03-02,4PM,7,6,5,765
2016-03-02,9PM,2,1,1,211
2016-03-03,11AM,3,7,7,377
2016-03-03,4PM,2,0,4,204
2016-03-03,9PM,4,6,6,466
2016-03-04,11AM,7,4,7,747
2016-03-04,4PM,2,4,1,241
2016-03-04,9PM,4,4,3,443
2016-03-05,11AM,0,0,8,008
2016-03-05,4PM,6,9,0,690
2016-03-05,9PM,6,8,2,682
2016-03-06,11AM,4,0,1,401
2016-03-06,4PM,3,5,9,359
2016-03-06,9PM,4,3,6,436
2016-03-07,11AM,1,2,1,121
2016-03-07,4PM,4,5,1,451
2016-03-07,9PM,3,6,0,360
2016-03-08,11AM,2,4,5,245
2016-03-08,4PM,9,1,2,912
2016-03-08,9PM,5,8,8,588
2016-03-09,11AM,1,4,0,140
2016-03-09,4PM,4,2,4,424
2016-03-09,9PM,5,7,4,574
2016-03-10,11AM,3,5,9,359
2016-03-10,4PM,5,2,4,524
2016-03-10,9PM,7,8,2,782
2016-03-11,11AM,0,1,6,016
2016-03-11,4PM,4,8,7,487
2016-03-11,9PM,9,9,8,998
2016-03-12,11AM,9,3,1,931
2016-03-12,4PM,8,3,2,832
2016-03-12,9PM,8,9,4,894
2016-03-13,11AM,0,0,9,009
2016-03-13,4PM,4,0,9,409
2016-03-13,9PM,8,1,4,814
2016-03-14,11AM,1,9,5,195
2016-03-14,4PM,1,5,6,156
2016-03-14,9PM,5,1,6,516
2016-03-15,11AM,9,5,8,958
2016-03-15,4PM,8,2,4,824
2016-03-15,9PM,7,0,7,707
2016-03-16,11AM,4,1,2,412
2016-03-16,4PM,5,0,6,506
2016-03-16,9PM,4,3,7,437
2016-03-17,11AM,6,1,3,613
2016-03-17,4PM,0,0,9,009
2016-03-17,9PM,1,3,2,132
2016-03-18,11AM,3,0,8,308
2016-03-18,4PM,0,2,6,026
2016-03-18,9PM,7,8,8,788
2016-03-19,11AM,6,1,7,617
2016-03-19,4PM,2,0,7,207
2016-03-19,9PM,0,2,0,020
2016-03-20,11AM,4,6,3,463
2016-03-20,4PM,1,4,6,146
2016-03-20,9PM,0,7,3,073
2016-03-21,11AM,2,1,3,213
2016-03-21,4PM,7,9,8,798
2016-03-21,9PM,6,4,1,641
2016-03-22,11AM,8,9,7,897
2016-03-22,4PM,2,6,0,260
2016-03-22,9PM,0,4,0,040
2016-03-23,11AM,5,8,8,588
2016-03-23,4PM,5,3,9,539
2016-03-23,9PM,4,4,1,441
2016-03-28,11AM,1,9,5,195
2016-03-28,4PM,7,0,8,708
2016-03-28,9PM,0,6,0,060
2016-03-29,11AM,7,7,9,779
2016-03-29,4PM,9,9,6,996
2016-03-29,9PM,1,2,1,121
2016-03-30,11AM,0,9,3,093
2016-03-30,4PM,1,2,0,120
2016-03-30,9PM,6,0,0,600
2016-03-31,11AM,8,2,4,824
2016-03-31,4PM,1,2,7,127
2016-03-31,9PM,5,1,4,514
2016-04-01,11AM,3,5,8,358
2016-04-01,4PM,0,4,5,045
2016-04-01,9PM,3,9,4,394
2016-04-02,11AM,4,2,9,429
2016-04-02,4PM,8,7,3,873
2016-04-02,9PM,8,8,1,881
2016-04-03,11AM,8,8,7,887
2016-04-03,4PM,3,7,0,370
2016-04-03,9PM,1,9,2,192
2016-04-04,11AM,3,8,2,382
2016-04-04,4PM,9,1,2,912
2016-04-04,9PM,6,4,8,648
2016-04-05,11AM,0,3,1,031
2016-04-05,4PM,0,1,0,010
2016-04-05,9PM,2,6,2,262
2016-04-06,11AM,3,1,8,318
2016-04-06,4PM,4,5,2,452
2016-04-06,9PM,4,9,4,494
2016-04-07,11AM,8,1,7,817
2016-04-07,4PM,4,5,2,452
2016-04-07,9PM,9,3,8,938
2016-04-08,11AM,0,3,4,034
2016-04-08,4PM,8,9,5,895
2016-04-08,9PM,9,0,9,909
2016-04-09,11AM,4,0,1,401
2016-04-09,4PM,2,0,5,205
2016-04-09,9PM,6,8,7,687
2016-04-10,11AM,9,8,5,985
2016-04-10,4PM,5,9,0,590
2016-04-10,9PM,6,7,7,677
2016-04-11,11AM,1,1,2,112
2016-04-11,4PM,1,1,6,116
2016-04-11,9PM,1,9,1,191
2016-04-12,11AM,3,5,2,352
2016-04-12,4PM,8,2,5,825
2016-04-12,9PM,0,1,8,018
2016-04-13,11AM,1,3,0,130
2016-04-13,4PM,1,9,3,193
2016-04-13,9PM,8,9,2,892
2016-04-14,11AM,4,5,1,451
2016-04-14,4PM,7,6,6,766
2016-04-14,9PM,5,3,8,538
2016-04-15,11AM,5,9,8,598
2016-04-15,4PM,2,2,9,229
2016-04-15,9PM,9,8,6,986
2016-04-16,11AM,0,8,3,083
2016-04-16,4PM,5,8,7,587
2016-04-16,9PM,5,1,6,516
2016-04-17,11AM,5,4,0,540
2016-04-17,4PM,1,5,6,156
2016-04-17,9PM,4,3,6,436
2016-04-18,11AM,5,8,7,587
2016-04-18,4PM,7,3,3,733
2016-04-18,9PM,8,4,0,840
2016-04-19,11AM,5,0,6,506
2016-04-19,4PM,1,4,5,145
2016-04-19,9PM,7,1,4,714
2016-04-20,11AM,6,8,9,689
2016-04-20,4PM,1,9,2,192
2016-04-20,9PM,3,6,3,363
2016-04-21,11AM,2,9,8,298
2016-04-21,4PM,3,2,5,325
2016-04-21,9PM,0,7,9,079
2016-04-22,11AM,7,7,8,778
2016-04-22,4PM,6,5,1,651
2016-04-22,9PM,3,2,9,329
2016-04-23,11AM,9,9,5,995
2016-04-23,4PM,8,2,2,822
2016-04-23,9PM,8,7,7,877
2016-04-24,11AM,8,4,6,846
2016-04-24,4PM,0,8,8,088
2016-04-24,9PM,4,9,0,490
2016-04-25,11AM,6,2,7,627
2016-04-25,4PM,0,9,5,095
2016-04-25,9PM,9,4,4,944
2016-04-26,11AM,0,2,7,027
2016-04-26,4PM,9,3,2,932
2016-04-26,9PM,9,1,4,914
2016-04-27,11AM,4,3,9,439
2016-04-27,4PM,7,0,4,704
2016-04-27,9PM,6,3,3,633
2016-04-28,11AM,8,6,6,866
2016-04-28,4PM,5,2,4,524
2016-04-28,9PM,8,3,9,839
2016-04-29,11AM,0,4,8,048
2016-04-29,4PM,5,1,7,517
2016-04-29,9PM,9,9,2,992
2016-04-30,11AM,3,5,7,357
2016-04-30,4PM,3,3,0,330
2016-04-30,9PM,7,1,9,719
2016-05-01,11AM,3,5,9,359
2016-05-01,4PM,7,9,9,799
2016-05-01,9PM,6,4,8,648
2016-05-02,11AM,8,1,8,818
2016-05-02,4PM,5,1,7,517
2016-05-02,9PM,7,8,4,784
2016-05-03,11AM,9,3,8,938
2016-05-03,4PM,6,4,7,647
2016-05-03,9PM,0,8,3,083
2016-05-04,11AM,7,8,8,788
2016-05-04,4PM,4,0,7,407
2016-05-04,9PM,0,8,7,087
2016-05-05,11AM,2,6,8,268
2016-05-05,4PM,0,9,8,098
2016-05-05,9PM,3,3,0,330
2016-05-06,11AM,5,4,6,546
2016-05-06,4PM,4,7,9,479
2016-05-06,9PM,0,6,8,068
2016-05-07,11AM,6,7,9,679
2016-05-07,4PM,1,8,8,188
2016-05-07,9PM,0,8,7,087
2016-05-08,11AM,2,0,7,207
2016-05-08,4PM,2,4,7,247
2016-05-08,9PM,4,5,1,451
2016-05-09,11AM,6,9,1,691
2016-05-09,4PM,7,2,5,725
2016-05-09,9PM,8,4,4,844
2016-05-10,11AM,7,7,6,776
2016-05-10,4PM,5,4,6,546
2016-05-10,9PM,8,5,4,854
2016-05-11,11AM,3,6,1,361
2016-05-11,4PM,3,0,9,309
2016-05-11,9PM,0,1,2,012
2016-05-12,11AM,6,2,6,626
2016-05-12,4PM,9,6,0,960
2016-05-12,9PM,0,9,6,096
2016-05-13,11AM,8,5,0,850
2016-05-13,4PM,6,1,1,611
2016-05-13,9PM,1,1,1,111
2016-05-14,11AM,8,5,1,851
2016-05-14,4PM,4,2,3,423
2016-05-14,9PM,1,0,6,106
2016-05-15,11AM,5,8,6,586
2016-05-15,4PM,9,8,3,983
2016-05-15,9PM,9,9,9,999
2016-05-16,11AM,7,5,8,758
2016-05-16,4PM,4,2,7,427
2016-05-16,9PM,8,3,0,830
2016-05-17,11AM,8,0,3,803
2016-05-17,4PM,9,7,2,972
2016-05-17,9PM,6,6,0,660
2016-05-18,11AM,5,8,0,580
2016-05-18,4PM,9,0,1,901
2016-05-18,9PM,4,7,2,472
2016-05-19,11AM,6,0,2,602
2016-05-19,4PM,7,4,1,741
2016-05-19,9PM,0,0,5,005
2016-05-20,11AM,9,3,2,932
2016-05-20,4PM,5,7,7,577
2016-05-20,9PM,8,6,4,864
2016-05-21,11AM,2,0,6,206
2016-05-21,4PM,7,4,6,746
2016-05-21,9PM,9,0,6,906
2016-05-22,11AM,4,9,5,495
2016-05-22,4PM,5,1,6,516
2016-05-22,9PM,6,9,0,690
2016-05-23,11AM,8,4,0,840
2016-05-23,4PM,7,8,2,782
2016-05-23,9PM,2,8,6,286
2016-05-24,11AM,8,9,2,892
2016-05-24,4PM,7,6,1,761
2016-05-24,9PM,0,7,7,077
2016-05-25,11AM,4,3,9,439
2016-05-25,4PM,6,2,4,624
2016-05-25,9PM,7,7,8,778
2016-05-26,11AM,6,2,8,628
2016-05-26,4PM,4,0,4,404
2016-05-26,9PM,2,0,6,206
2016-05-27,11AM,6,6,6,666
2016-05-27,4PM,2,4,2,242
2016-05-27,9PM,2,5,8,258
2016-05-28,11AM,8,9,6,896
2016-05-28,4PM,4,7,2,472
2016-05-28,9PM,2,9,1,291
2016-05-29,11AM,3,8,0,380
2016-05-29,4PM,4,2,3,423
2016-05-29,9PM,3,0,7,307
2016-05-30,11AM,5,6,2,562
2016-05-30,4PM,6,1,0,610
2016-05-30,9PM,3,2,6,326
2016-05-31,11AM,0,3,6,036
2016-05-31,4PM,7,2,9,729
2016-05-31,9PM,8,9,6,896
2016-06-01,11AM,7,1,1,711
2016-06-01,4PM,5,5,3,553
2016-06-01,9PM,9,1,6,916
2016-06-02,11AM,6,5,4,654
2016-06-02,4PM,7,2,3,723
2016-06-02,9PM,9,9,6,996
2016-06-03,11AM,9,7,4,974
2016-06-03,4PM,2,4,8,248
2016-06-03,9PM,9,3,2,932
2016-06-04,11AM,8,4,6,846
2016-06-04,4PM,9,7,6,976
2016-06-04,9PM,8,7,9,879
2016-06-05,11AM,4,5,3,453
2016-06-05,4PM,5,3,0,530
2016-06-05,9PM,5,4,5,545
2016-06-06,11AM,2,0,8,208
2016-06-06,4PM,4,5,8,458
2016-06-06,9PM,7,3,8,738
2016-06-07,11AM,1,5,4,154
2016-06-07,4PM,6,0,0,600
2016-06-07,9PM,5,9,4,594
2016-06-08,11AM,2,5,4,254
2016-06-08,4PM,7,0,9,709
2016-06-08,9PM,9,5,4,954
2016-06-09,11AM,0,2,9,029
2016-06-09,4PM,8,1,6,816
2016-06-09,9PM,5,3,0,530
2016-06-10,11AM,4,6,0,460
2016-06-10,4PM,8,3,2,832
2016-06-10,9PM,0,6,7,067
2016-06-11,11AM,0,2,2,022
2016-06-11,4PM,8,4,6,846
2016-06-11,9PM,4,1,8,418
2016-06-12,11AM,7,5,6,756
2016-06-12,4PM,9,9,4,994
2016-06-12,9PM,0,0,0,000
2016-06-13,11AM,8,5,4,854
2016-06-13,4PM,9,1,6,916
2016-06-13,9PM,6,0,3,603
2016-06-14,11AM,8,3,1,831
2016-06-14,4PM,2,8,5,285
2016-06-14,9PM,5,3,1,531
2016-06-15,11AM,9,1,7,917
2016-06-15,4PM,6,2,6,626
2016-06-15,9PM,8,1,9,819
2016-06-16,11AM,8,0,6,806
2016-06-16,4PM,7,0,4,704
2016-06-16,9PM,7,0,8,708
2016-06-17,11AM,7,5,8,758
2016-06-17,4PM,6,9,4,694
2016-06-17,9PM,5,3,5,535
2016-06-18,11AM,6,1,8,618
2016-06-18,4PM,3,8,9,389
2016-06-18,9PM,8,3,5,835
2016-06-19,11AM,4,2,2,422
2016-06-19,4PM,8,7,2,872
2016-06-19,9PM,7,0,2,702
2016-06-20,11AM,4,9,5,495
2016-06-20,4PM,2,0,9,209
2016-06-20,9PM,4,7,7,477
2016-06-21,11AM,6,9,3,693
2016-06-21,4PM,7,0,5,705
2016-06-21,9PM,3,9,5,395
2016-06-22,11AM,2,6,0,260
2016-06-22,4PM,5,7,8,578
2016-06-22,9PM,3,4,9,349
2016-06-23,11AM,8,8,7,887
2016-06-23,4PM,2,6,3,263
2016-06-23,9PM,1,9,1,191
2016-06-24,11AM,9,5,1,951
2016-06-24,4PM,4,6,8,468
2016-06-24,9PM,5,1,6,516
2016-06-25,11AM,2,2,2,222
2016-06-25,4PM,0,8,1,081
2016-06-25,9PM,1,6,7,167
2016-06-26,11AM,1,3,0,130
2016-06-26,4PM,6,3,3,633
2016-06-26,9PM,5,7,5,575
2016-06-27,11AM,8,8,2,882
2016-06-27,4PM,4,0,4,404
2016-06-27,9PM,7,3,4,734
2016-06-28,11AM,7,1,1,711
2016-06-28,4PM,4,8,7,487
2016-06-28,9PM,3,0,2,302
2016-06-29,11AM,6,1,7,617
2016-06-29,4PM,7,3,3,733
2016-06-29,9PM,2,7,8,278
2016-06-30,11AM,4,1,6,416
2016-06-30,4PM,1,3,2,132
2016-06-30,9PM,6,5,0,650
2016-07-01,11AM,6,2,9,629
2016-07-01,4PM,1,6,5,165
2016-07-01,9PM,9,1,5,915
2016-07-02,11AM,4,1,4,414
2016-07-02,4PM,1,3,8,138
2016-07-02,9PM,3,6,3,363
2016-07-03,11AM,9,7,5,975
2016-07-03,4PM,2,8,0,280
2016-07-03,9PM,1,0,3,103
2016-07-04,11AM,2,5,1,251
2016-07-04,4PM,4,9,1,491
2016-07-04,9PM,7,3,5,735
2016-07-05,11AM,8,1,9,819
2016-07-05,4PM,4,4,5,445
2016-07-05,9PM,6,3,5,635
2016-07-06,11AM,1,3,1,131
2016-07-06,4PM,9,2,9,929
2016-07-06,9PM,3,4,3,343
2016-07-07,11AM,5,3,9,539
2016-07-07,4PM,6,0,9,609
2016-07-07,9PM,6,2,2,622
2016-07-08,11AM,8,0,3,803
2016-07-08,4PM,3,0,7,307
2016-07-08,9PM,7,4,7,747
2016-07-09,11AM,0,8,9,089
2016-07-09,4PM,2,4,3,243
2016-07-09,9PM,5,5,3,553
2016-07-10,11AM,6,5,1,651
2016-07-10,4PM,8,7,1,871
2016-07-10,9PM,9,6,3,963
2016-07-11,11AM,4,5,4,454
2016-07-11,4PM,3,2,1,321
2016-07-11,9PM,5,4,1,541
2016-07-12,11AM,5,6,4,564
2016-07-12,4PM,7,4,4,744
2016-07-12,9PM,3,3,2,332
2016-07-13,11AM,8,0,1,801
2016-07-13,4PM,6,3,6,636
2016-07-13,9PM,6,6,4,664
2016-07-14,11AM,3,2,9,329
2016-07-14,4PM,2,4,0,240
2016-07-14,9PM,4,6,7,467
2016-07-15,11AM,1,2,5,125
2016-07-15,4PM,5,4,9,549
2016-07-15,9PM,7,5,4,754
2016-07-16,11AM,9,9,1,991
2016-07-16,4PM,2,8,4,284
2016-07-16,9PM,1,1,9,119
2016-07-17,11AM,9,9,0,990
2016-07-17,4PM,9,4,7,947
2016-07-17,9PM,6,4,4,644
2016-07-18,11AM,1,9,6,196
2016-07-18,4PM,4,3,3,433
2016-07-18,9PM,2,0,6,206
2016-07-19,11AM,6,8,5,685
2016-07-19,4PM,8,7,1,871
2016-07-19,9PM,9,1,5,915
2016-07-20,11AM,7,8,8,788
2016-07-20,4PM,5,3,1,531
2016-07-20,9PM,9,0,9,909
2016-07-21,11AM,9,2,1,921
2016-07-21,4PM,3,5,1,351
2016-07-21,9PM,0,7,0,070
2016-07-22,11AM,6,4,1,641
2016-07-22,4PM,6,2,7,627
2016-07-22,9PM,0,6,8,068
2016-07-23,11AM,6,5,9,659
2016-07-23,4PM,9,3,6,936
2016-07-23,9PM,4,9,5,495
2016-07-24,11AM,4,5,7,457
2016-07-24,4PM,0,3,4,034
2016-07-24,9PM,3,9,9,399
2016-07-25,11AM,3,9,0,390
2016-07-25,4PM,4,9,3,493
2016-07-25,9PM,0,5,7,057
2016-07-26,11AM,3,2,7,327
2016-07-26,4PM,2,0,6,206
2016-07-26,9PM,7,2,0,720
2016-07-27,11AM,9,9,0,990
2016-07-27,4PM,4,6,8,468
2016-07-27,9PM,0,2,2,022
2016-07-28,11AM,4,9,5,495
2016-07-28,4PM,5,3,3,533
2016-07-28,9PM,0,9,0,090
2016-07-29,11AM,1,7,1,171
2016-07-29,4PM,9,9,4,994
2016-07-29,9PM,3,1,6,316
2016-07-30,11AM,0,1,5,015
2016-07-30,4PM,2,8,7,287
2016-07-30,9PM,3,0,0,300
2016-07-31,11AM,2,1,9,219
2016-07-31,4PM,3,4,1,341
2016-07-31,9PM,6,1,8,618
2016-08-01,11AM,6,3,5,635
2016-08-01,4PM,5,2,6,526
2016-08-01,9PM,3,7,5,375
2016-08-02,11AM,2,5,7,257
2016-08-02,4PM,9,0,4,904
2016-08-02,9PM,2,2,5,225
2016-08-03,11AM,8,0,5,805
2016-08-03,4PM,4,2,1,421
2016-08-03,9PM,1,6,6,166
2016-08-04,11AM,5,6,1,561
2016-08-04,4PM,6,8,2,682
2016-08-04,9PM,2,8,2,282
2016-08-05,11AM,8,5,5,855
2016-08-05,4PM,1,9,9,199
2016-08-05,9PM,1,4,6,146
2016-08-06,11AM,2,8,4,284
2016-08-06,4PM,3,5,9,359
2016-08-06,9PM,7,3,3,733
2016-08-07,11AM,3,2,9,329
2016-08-07,4PM,8,6,7,867
2016-08-07,9PM,1,1,6,116
2016-08-08,11AM,7,4,6,746
2016-08-08,4PM,0,0,8,008
2016-08-08,9PM,1,0,3,103
2016-08-09,11AM,3,6,9,369
2016-08-09,4PM,7,8,9,789
2016-08-09,9PM,7,0,8,708
2016-08-10,11AM,7,9,7,797
2016-08-10,4PM,5,1,7,517
2016-08-10,9PM,2,2,2,222
2016-08-11,11AM,4,1,6,416
2016-08-11,4PM,1,9,8,198
2016-08-11,9PM,1,2,8,128
2016-08-12,11AM,2,1,2,212
2016-08-12,4PM,7,3,5,735
2016-08-12,9PM,6,3,9,639
2016-08-13,11AM,6,5,9,659
2016-08-13,4PM,9,5,9,959
2016-08-13,9PM,5,5,8,558
2016-08-14,11AM,9,7,4,974
2016-08-14,4PM,4,3,5,435
2016-08-14,9PM,5,2,0,520
2016-08-15,11AM,2,9,5,295
2016-08-15,4PM,2,7,5,275
2016-08-15,9PM,9,8,9,989
2016-08-16,11AM,9,3,8,938
2016-08-16,4PM,7,8,4,784
2016-08-16,9PM,2,7,8,278
2016-08-17,11AM,2,4,0,240
2016-08-17,4PM,4,0,5,405
2016-08-17,9PM,5,1,1,511
2016-08-18,11AM,5,6,2,562
2016-08-18,4PM,7,4,9,749
2016-08-18,9PM,7,2,6,726
2016-08-19,11AM,1,1,4,114
2016-08-19,4PM,6,8,2,682
2016-08-19,9PM,8,8,1,881
2016-08-20,11AM,4,7,4,474
2016-08-20,4PM,8,7,5,875
2016-08-20,9PM,0,1,3,013
2016-08-21,11AM,9,3,2,932
2016-08-21,4PM,5,1,2,512
2016-08-21,9PM,0,3,5,035
2016-08-22,11AM,0,6,4,064
2016-08-22,4PM,9,1,1,911
2016-08-22,9PM,5,2,2,522
2016-08-23,11AM,5,5,2,552
2016-08-23,4PM,2,8,1,281
2016-08-23,9PM,5,5,3,553
2016-08-24,11AM,0,2,0,020
2016-08-24,4PM,8,0,3,803
2016-08-24,9PM,4,6,9,469
2016-08-25,11AM,6,0,5,605
2016-08-25,4PM,5,5,6,556
2016-08-25,9PM,2,7,8,278
2016-08-26,11AM,8,6,7,867
2016-08-26,4PM,1,4,2,142
2016-08-26,9PM,7,7,9,779
2016-08-27,11AM,5,7,4,574
2016-08-27,4PM,6,9,8,698
2016-08-27,9PM,1,8,0,180
2016-08-28,11AM,9,9,1,991
2016-08-28,4PM,2,0,6,206
2016-08-28,9PM,7,6,5,765
2016-08-29,11AM,8,2,9,829
2016-08-29,4PM,1,7,6,176
2016-08-29,9PM,1,8,6,186
2016-08-30,11AM,3,2,3,323
2016-08-30,4PM,0,3,2,032
2016-08-30,9PM,6,2,6,626
2016-08-31,11AM,4,1,7,417
2016-08-31,4PM,8,1,7,817
2016-08-31,9PM,7,2,9,729
2016-09-01,11AM,9,7,7,977
2016-09-01,4PM,0,6,7,067
2016-09-01,9PM,0,4,6,046
2016-09-02,11AM,6,0,0,600
2016-09-02,4PM,2,7,5,275
2016-09-02,9PM,7,0,3,703
2016-09-03,11AM,9,2,5,925
2016-09-03,4PM,1,1,9,119
2016-09-03,9PM,3,7,1,371
2016-09-04,11AM,2,4,5,245
2016-09-04,4PM,0,2,2,022
2016-09-04,9PM,3,3,7,337
2016-09-05,11AM,6,9,3,693
2016-09-05,4PM,3,2,1,321
2016-09-05,9PM,5,2,0,520
2016-09-06,11AM,3,5,5,355
2016-09-06,4PM,7,9,7,797
2016-09-06,9PM,1,7,0,170
2016-09-07,11AM,7,6,8,768
2016-09-07,4PM,4,8,4,484
2016-09-07,9PM,6,5,7,657
2016-09-08,11AM,2,3,2,232
2016-09-08,4PM,0,1,7,017
2016-09-08,9PM,3,4,4,344
2016-09-09,11AM,7,8,0,780
2016-09-09,4PM,8,9,4,894
2016-09-09,9PM,1,2,7,127
2016-09-10,11AM,0,0,9,009
2016-09-10,4PM,1,9,1,191
2016-09-10,9PM,4,3,5,435
2016-09-11,11AM,7,4,2,742
2016-09-11,4PM,2,8,3,283
2016-09-11,9PM,6,3,2,632
2016-09-12,11AM,5,9,9,599
2016-09-12,4PM,7,5,7,757
2016-09-12,9PM,9,7,1,971
2016-09-13,11AM,7,3,3,733
2016-09-13,4PM,4,8,0,480
2016-09-13,9PM,7,2,9,729
2016-09-14,11AM,4,7,7,477
2016-09-14,4PM,9,8,2,982
2016-09-14,9PM,4,1,5,415
2016-09-15,11AM,8,0,9,809
2016-09-15,4PM,1,7,0,170
2016-09-15,9PM,7,4,0,740
2016-09-16,11AM,5,1,8,518
2016-09-16,4PM,0,0,2,002
2016-09-16,9PM,3,7,1,371
2016-09-17,11AM,5,2,1,521
2016-09-17,4PM,1,6,7,167
2016-09-17,9PM,5,1,8,518
2016-09-18,11AM,3,9,8,398
2016-09-18,4PM,5,8,2,582
2016-09-18,9PM,4,3,2,432
2016-09-19,11AM,7,9,3,793
2016-09-19,4PM,8,9,7,897
2016-09-19,9PM,1,8,0,180
2016-09-20,11AM,8,3,4,834
2016-09-20,4PM,8,3,9,839
2016-09-20,9PM,4,7,1,471
2016-09-21,11AM,3,4,2,342
2016-09-21,4PM,6,7,8,678
2016-09-21,9PM,0,7,2,072
2016-09-22,11AM,6,2,9,629
2016-09-22,4PM,2,6,6,266
2016-09-22,9PM,2,3,7,237
2016-09-23,11AM,0,5,6,056
2016-09-23,4PM,9,2,6,926
2016-09-23,9PM,0,6,7,067
2016-09-24,11AM,8,8,2,882
2016-09-24,4PM,3,0,7,307
2016-09-24,9PM,7,7,8,778
2016-09-25,11AM,9,3,6,936
2016-09-25,4PM,5,0,3,503
2016-09-25,9PM,1,0,0,100
2016-09-26,11AM,7,6,6,766
2016-09-26,4PM,7,9,7,797
2016-09-26,9PM,0,6,2,062
2016-09-27,11AM,2,1,8,218
2016-09-27,4PM,7,9,1,791
2016-09-27,9PM,3,3,9,339
2016-09-28,11AM,5,4,7,547
2016-09-28,4PM,8,5,8,858
2016-09-28,9PM,0,6,5,065
2016-09-29,11AM,8,8,6,886
2016-09-29,4PM,3,8,6,386
2016-09-29,9PM,3,7,8,378
2016-09-30,11AM,2,4,3,243
2016-09-30,4PM,5,1,9,519
2016-09-30,9PM,1,7,7,177
2016-10-01,11AM,8,1,4,814
2016-10-01,4PM,0,4,7,047
2016-10-01,9PM,7,7,9,779
2016-10-02,11AM,4,0,1,401
2016-10-02,4PM,7,0,9,709
2016-10-02,9PM,8,0,0,800
2016-10-03,11AM,0,2,3,023
2016-10-03,4PM,2,3,7,237
2016-10-03,9PM,2,9,7,297
2016-10-04,11AM,3,2,5,325
2016-10-04,4PM,9,1,5,915
2016-10-04,9PM,5,5,9,559
2016-10-05,11AM,3,9,3,393
2016-10-05,4PM,5,0,3,503
2016-10-05,9PM,2,3,1,231
2016-10-06,11AM,1,7,8,178
2016-10-06,4PM,3,7,0,370
2016-10-06,9PM,9,3,0,930
2016-10-07,11AM,6,7,0,670
2016-10-07,4PM,9,2,3,923
2016-10-07,9PM,1,3,0,130
2016-10-08,11AM,3,7,0,370
2016-10-08,4PM,2,3,0,230
2016-10-08,9PM,7,6,7,767
2016-10-09,11AM,4,1,5,415
2016-10-09,4PM,2,7,5,275
2016-10-09,9PM,4,0,7,407
2016-10-10,11AM,2,3,8,238
2016-10-10,4PM,1,1,0,110
2016-10-10,9PM,0,0,1,001
2016-10-11,11AM,6,8,3,683
2016-10-11,4PM,8,7,3,873
2016-10-11,9PM,0,1,9,019
2016-10-12,11AM,1,7,0,170
2016-10-12,4PM,9,7,4,974
2016-10-12,9PM,2,9,9,299
2016-10-13,11AM,2,2,8,228
2016-10-13,4PM,8,6,0,860
2016-10-13,9PM,2,1,1,211
2016-10-14,11AM,7,3,6,736
2016-10-14,4PM,3,7,0,370
2016-10-14,9PM,5,6,2,562
2016-10-15,11AM,7,6,9,769
2016-10-15,4PM,9,8,6,986
2016-10-15,9PM,4,5,4,454
2016-10-16,11AM,0,5,9,059
2016-10-16,4PM,3,4,1,341
2016-10-16,9PM,6,7,2,672
2016-10-17,11AM,7,3,9,739
2016-10-17,4PM,5,4,2,542
2016-10-17,9PM,6,5,8,658
2016-10-18,11AM,7,1,6,716
2016-10-18,4PM,4,3,3,433
2016-10-18,9PM,9,8,5,985
2016-10-19,11AM,3,0,1,301
2016-10-19,4PM,4,5,2,452
2016-10-19,9PM,3,6,8,368
2016-10-20,11AM,8,5,7,857
2016-10-20,4PM,1,7,6,176
2016-10-20,9PM,1,9,1,191
2016-10-21,11AM,3,4,8,348
2016-10-21,4PM,3,3,4,334
2016-10-21,9PM,8,8,2,882
2016-10-22,11AM,7,1,4,714
2016-10-22,4PM,4,0,5,405
2016-10-22,9PM,9,8,6,986
2016-10-23,11AM,3,9,6,396
2016-10-23,4PM,8,8,7,887
2016-10-23,9PM,2,6,2,262
2016-10-24,11AM,6,9,2,692
2016-10-24,4PM,8,0,6,806
2016-10-24,9PM,4,7,3,473
2016-10-25,11AM,0,8,7,087
2016-10-25,4PM,5,3,4,534
2016-10-25,9PM,7,8,2,782
2016-10-26,11AM,9,8,3,983
2016-10-26,4PM,1,1,1,111
2016-10-26,9PM,8,3,7,837
2016-10-27,11AM,0,7,2,072
2016-10-27,4PM,1,7,4,174
2016-10-27,9PM,6,8,8,688
2016-10-28,11AM,5,0,3,503
2016-10-28,4PM,2,5,5,255
2016-10-28,9PM,8,6,2,862
2016-10-29,11AM,9,9,6,996
2016-10-29,4PM,4,3,3,433
2016-10-29,9PM,6,3,3,633
2016-10-30,11AM,5,3,1,531
2016-10-30,4PM,9,2,5,925
2016-10-30,9PM,6,9,7,697
2016-10-31,11AM,7,7,4,774
2016-10-31,4PM,3,7,3,373
2016-10-31,9PM,3,5,9,359
2016-11-01,11AM,2,3,5,235
2016-11-01,4PM,8,3,8,838
2016-11-01,9PM,2,8,8,288
2016-11-02,11AM,8,3,1,831
2016-11-02,4PM,8,0,1,801
2016-11-02,9PM,8,8,3,883
2016-11-03,11AM,7,4,0,740
2016-11-03,4PM,9,9,0,990
2016-11-03,9PM,1,2,8,128
2016-11-04,11AM,1,7,9,179
2016-11-04,4PM,6,7,2,672
2016-11-04,9PM,6,2,6,626
2016-11-05,11AM,7,1,0,710
2016-11-05,4PM,4,7,1,471
