date,draw_time,d1,d2,d3,combo
2014-10-21,11AM,1,1,8,118
2014-10-21,4PM,4,0,9,409
2014-10-21,9PM,2,8,8,288
2014-10-22,11AM,3,7,2,372
2014-10-22,4PM,5,6,5,565
2014-10-22,9PM,2,6,1,261
2014-10-23,11AM,7,8,9,789
2014-10-23,4PM,3,2,0,320
2014-10-23,9PM,3,6,7,367
2014-10-24,11AM,9,7,5,975
2014-10-24,4PM,3,0,1,301
2014-10-24,9PM,5,9,3,593
2014-10-25,11AM,1,0,6,106
2014-10-25,4PM,0,4,3,043
2014-10-25,9PM,1,2,0,120
2014-10-26,11AM,8,1,6,816
2014-10-26,4PM,9,6,2,962
2014-10-26,9PM,9,6,7,967
2014-10-27,11AM,5,7,1,571
2014-10-27,4PM,7,0,4,704
2014-10-27,9PM,7,1,0,710
2014-10-28,11AM,0,0,8,008
2014-10-28,4PM,0,0,4,004
2014-10-28,9PM,2,8,6,286
2014-10-29,11AM,5,5,6,556
2014-10-29,4PM,5,8,1,581
2014-10-29,9PM,6,7,4,674
2014-10-30,11AM,2,0,3,203
2014-10-30,4PM,2,0,0,200
2014-10-30,9PM,5,2,7,527
2014-10-31,11AM,5,4,1,541
2014-10-31,4PM,8,8,3,883
2014-10-31,9PM,6,7,9,679
2014-11-01,11AM,4,4,1,441
2014-11-01,4PM,9,3,1,931
2014-11-01,9PM,9,0,5,905
2014-11-02,11AM,3,2,7,327
2014-11-02,4PM,6,9,1,691
2014-11-02,9PM,1,0,4,104
2014-11-03,11AM,6,2,1,621
2014-11-03,4PM,3,2,4,324
2014-11-03,9PM,0,3,9,039
2014-11-04,11AM,9,7,1,971
2014-11-04,4PM,0,2,7,027
2014-11-04,9PM,3,0,1,301
2014-11-05,11AM,7,9,7,797
2014-11-05,4PM,4,7,6,476
2014-11-05,9PM,3,0,7,307
2014-11-06,11AM,0,3,3,033
2014-11-06,4PM,8,6,7,867
2014-11-06,9PM,7,6,8,768
2014-11-07,11AM,5,5,0,550
2014-11-07,4PM,2,0,5,205
2014-11-07,9PM,0,2,3,023
2014-11-08,11AM,3,4,4,344
2014-11-08,4PM,7,2,9,729
2014-11-08,9PM,7,3,9,739
2014-11-09,11AM,2,1,2,212
2014-11-09,4PM,3,9,0,390
2014-11-09,9PM,3,5,0,350
2014-11-10,11AM,2,0,0,200
2014-11-10,4PM,5,1,1,511
2014-11-10,9PM,7,4,1,741
2014-11-11,11AM,2,2,2,222
2014-11-11,4PM,9,4,1,941
2014-11-11,9PM,8,4,1,841
2014-11-12,11AM,8,2,3,823
2014-11-12,4PM,3,0,1,301
2014-11-12,9PM,1,5,1,151
2014-11-13,11AM,8,0,5,805
2014-11-13,4PM,9,0,8,908
2014-11-13,9PM,7,5,5,755
2014-11-14,11AM,0,6,7,067
2014-11-14,4PM,9,0,5,905
2014-11-14,9PM,7,2,0,720
2014-11-15,11AM,2,1,1,211
2014-11-15,4PM,5,3,4,534
2014-11-15,9PM,2,4,1,241
2014-11-16,11AM,5,3,9,539
2014-11-16,4PM,1,5,0,150
2014-11-16,9PM,0,7,9,079
2014-11-17,11AM,8,1,1,811
2014-11-17,4PM,6,5,8,658
2014-11-17,9PM,7,5,3,753
2014-11-18,11AM,5,9,5,595
2014-11-18,4PM,6,1,3,613
2014-11-18,9PM,8,8,3,883
2014-11-19,11AM,1,7,4,174
2014-11-19,4PM,9,5,4,954
2014-11-19,9PM,7,5,1,751
2014-11-20,11AM,4,1,4,414
2014-11-20,4PM,9,6,1,961
2014-11-20,9PM,3,8,1,381
2014-11-21,11AM,3,9,3,393
2014-11-21,4PM,7,1,0,710
2014-11-21,9PM,6,0,8,608
2014-11-22,11AM,9,8,5,985
2014-11-22,4PM,2,1,1,211
2014-11-22,9PM,3,9,2,392
2014-11-23,11AM,5,5,5,555
2014-11-23,4PM,2,5,5,255
2014-11-23,9PM,3,1,5,315
2014-11-24,11AM,9,5,0,950
2014-11-24,4PM,4,3,1,431
2014-11-24,9PM,2,3,0,230
2014-11-25,11AM,0,6,7,067
2014-11-25,4PM,8,4,2,842
2014-11-25,9PM,4,3,8,438
2014-11-26,11AM,9,7,6,976
2014-11-26,4PM,2,1,7,217
2014-11-26,9PM,6,6,8,668
2014-11-27,11AM,9,8,8,988
2014-11-27,4PM,2,0,2,202
2014-11-27,9PM,6,8,8,688
2014-11-28,11AM,4,2,8,428
2014-11-28,4PM,0,1,4,014
2014-11-28,9PM,5,0,8,508
2014-11-29,11AM,5,8,9,589
2014-11-29,4PM,5,1,8,518
2014-11-29,9PM,2,8,2,282
2014-11-30,11AM,3,7,4,374
2014-11-30,4PM,9,2,8,928
2014-11-30,9PM,7,6,1,761
2014-12-01,11AM,6,7,6,676
2014-12-01,4PM,8,7,3,873
2014-12-01,9PM,5,5,9,559
2014-12-02,11AM,3,7,4,374
2014-12-02,4PM,6,1,6,616
2014-12-02,9PM,1,7,3,173
2014-12-03,11AM,2,2,4,224
2014-12-03,4PM,9,9,3,993
2014-12-03,9PM,1,2,5,125
2014-12-04,11AM,6,2,7,627
2014-12-04,4PM,7,8,6,786
2014-12-04,9PM,5,3,6,536
2014-12-05,11AM,8,3,2,832
2014-12-05,4PM,9,9,4,994
2014-12-05,9PM,0,2,6,026
2014-12-06,11AM,6,5,7,657
2014-12-06,4PM,6,0,6,606
2014-12-06,9PM,8,1,4,814
2014-12-07,11AM,3,2,7,327
2014-12-07,4PM,4,9,2,492
2014-12-07,9PM,6,6,8,668
2014-12-08,11AM,2,5,2,252
2014-12-08,4PM,7,3,5,735
2014-12-08,9PM,3,0,3,303
2014-12-09,11AM,8,0,9,809
2014-12-09,4PM,7,5,0,750
2014-12-09,9PM,2,0,0,200
2014-12-10,11AM,0,2,2,022
2014-12-10,4PM,2,1,9,219
2014-12-10,9PM,4,6,6,466
2014-12-11,11AM,6,4,3,643
2014-12-11,4PM,7,0,9,709
2014-12-11,9PM,5,9,0,590
2014-12-12,11AM,7,8,3,783
2014-12-12,4PM,9,5,1,951
2014-12-12,9PM,6,8,4,684
2014-12-13,11AM,3,0,4,304
2014-12-13,4PM,9,6,8,968
2014-12-13,9PM,0,5,8,058
2014-12-14,11AM,4,2,6,426
2014-12-14,4PM,1,4,8,148
2014-12-14,9PM,8,4,7,847
2014-12-15,11AM,5,0,0,500
2014-12-15,4PM,9,2,8,928
2014-12-15,9PM,8,7,8,878
2014-12-16,11AM,3,8,4,384
2014-12-16,4PM,4,6,2,462
2014-12-16,9PM,2,4,4,244
2014-12-17,11AM,7,2,6,726
2014-12-17,4PM,4,7,2,472
2014-12-17,9PM,3,1,7,317
2014-12-18,11AM,7,5,6,756
2014-12-18,4PM,6,3,5,635
2014-12-18,9PM,2,7,3,273
2014-12-19,11AM,9,1,8,918
2014-12-19,4PM,8,3,6,836
2014-12-19,9PM,9,8,3,983
2014-12-20,11AM,3,9,9,399
2014-12-20,4PM,0,7,9,079
2014-12-20,9PM,6,7,4,674
2014-12-21,11AM,5,8,1,581
2014-12-21,4PM,0,6,3,063
2014-12-21,9PM,7,8,4,784
2014-12-22,11AM,6,2,0,620
2014-12-22,4PM,5,3,0,530
2014-12-22,9PM,6,1,2,612
2014-12-23,11AM,7,0,7,707
2014-12-23,4PM,3,5,4,354
2014-12-23,9PM,1,6,9,169
2014-12-24,11AM,3,6,2,362
2014-12-24,4PM,7,3,8,738
2014-12-24,9PM,4,1,5,415
2014-12-26,11AM,2,4,6,246
2014-12-26,4PM,2,4,6,246
2014-12-26,9PM,9,2,3,923
2014-12-27,11AM,7,8,7,787
2014-12-27,4PM,9,3,9,939
2014-12-27,9PM,9,8,3,983
2014-12-28,11AM,9,5,7,957
2014-12-28,4PM,9,0,3,903
2014-12-28,9PM,8,7,0,870
2014-12-29,11AM,7,1,0,710
2014-12-29,4PM,0,6,8,068
2014-12-29,9PM,6,7,3,673
2014-12-30,11AM,0,7,6,076
2014-12-30,4PM,8,8,9,889
2014-12-30,9PM,3,1,5,315
2014-12-31,11AM,3,4,9,349
2014-12-31,4PM,1,0,1,101
2014-12-31,9PM,7,7,4,774
2015-01-02,11AM,1,8,3,183
2015-01-02,4PM,2,2,9,229
2015-01-02,9PM,6,3,0,630
2015-01-03,11AM,5,8,1,581
2015-01-03,4PM,9,6,4,964
2015-01-03,9PM,3,2,2,322
2015-01-04,11AM,5,8,8,588
2015-01-04,4PM,7,3,8,738
2015-01-04,9PM,3,9,9,399
2015-01-05,11AM,3,3,1,331
2015-01-05,4PM,1,7,2,172
2015-01-05,9PM,5,4,9,549
2015-01-06,11AM,2,2,2,222
2015-01-06,4PM,7,5,0,750
2015-01-06,9PM,1,9,7,197
2015-01-07,11AM,1,4,4,144
2015-01-07,4PM,7,2,3,723
2015-01-07,9PM,6,5,3,653
2015-01-08,11AM,5,5,8,558
2015-01-08,4PM,6,2,4,624
2015-01-08,9PM,0,3,4,034
2015-01-09,11AM,3,8,5,385
2015-01-09,4PM,8,0,5,805
2015-01-09,9PM,4,2,2,422
2015-01-10,11AM,7,2,6,726
2015-01-10,4PM,7,4,8,748
2015-01-10,9PM,5,5,1,551
2015-01-11,11AM,9,7,6,976
2015-01-11,4PM,2,5,1,251
2015-01-11,9PM,9,5,6,956
2015-01-12,11AM,9,7,5,975
2015-01-12,4PM,1,8,3,183
2015-01-12,9PM,9,9,4,994
2015-01-13,11AM,4,0,8,408
2015-01-13,4PM,7,8,2,782
2015-01-13,9PM,1,1,7,117
2015-01-14,11AM,5,9,8,598
2015-01-14,4PM,1,5,4,154
2015-01-14,9PM,5,1,4,514
2015-01-15,11AM,5,3,8,538
2015-01-15,4PM,8,9,8,898
2015-01-15,9PM,5,0,1,501
2015-01-16,11AM,3,8,1,381
2015-01-16,4PM,9,9,7,997
2015-01-16,9PM,0,8,1,081
2015-01-17,11AM,9,9,9,999
2015-01-17,4PM,0,4,0,040
2015-01-17,9PM,4,5,8,458
2015-01-18,11AM,8,9,6,896
2015-01-18,4PM,5,4,3,543
2015-01-18,9PM,3,7,1,371
2015-01-19,11AM,0,3,4,034
2015-01-19,4PM,4,5,2,452
2015-01-19,9PM,0,1,4,014
2015-01-20,11AM,9,9,3,993
2015-01-20,4PM,1,9,3,193
2015-01-20,9PM,4,8,1,481
2015-01-21,11AM,6,3,6,636
2015-01-21,4PM,0,6,5,065
2015-01-21,9PM,4,4,1,441
2015-01-22,11AM,5,2,6,526
2015-01-22,4PM,8,3,1,831
2015-01-22,9PM,6,2,3,623
2015-01-23,11AM,6,5,9,659
2015-01-23,4PM,0,7,3,073
2015-01-23,9PM,8,5,8,858
2015-01-24,11AM,3,8,5,385
2015-01-24,4PM,1,9,3,193
2015-01-24,9PM,9,5,3,953
2015-01-25,11AM,6,0,4,604
2015-01-25,4PM,9,3,7,937
2015-01-25,9PM,9,7,2,972
2015-01-26,11AM,2,2,3,223
2015-01-26,4PM,1,9,1,191
2015-01-26,9PM,4,4,8,448
2015-01-27,11AM,1,0,6,106
2015-01-27,4PM,9,2,5,925
2015-01-27,9PM,0,1,3,013
2015-01-28,11AM,2,2,9,229
2015-01-28,4PM,9,2,1,921
2015-01-28,9PM,9,6,8,968
2015-01-29,11AM,1,6,4,164
2015-01-29,4PM,2,0,3,203
2015-01-29,9PM,5,4,9,549
2015-01-30,11AM,3,4,5,345
2015-01-30,4PM,3,5,1,351
2015-01-30,9PM,0,1,6,016
2015-01-31,11AM,2,3,2,232
2015-01-31,4PM,8,8,5,885
2015-01-31,9PM,6,9,1,691
2015-02-01,11AM,8,2,4,824
2015-02-01,4PM,3,4,6,346
2015-02-01,9PM,9,7,6,976
2015-02-02,11AM,0,7,3,073
2015-02-02,4PM,7,1,7,717
2015-02-02,9PM,4,7,0,470
2015-02-03,11AM,6,8,5,685
2015-02-03,4PM,6,3,6,636
2015-02-03,9PM,6,8,3,683
2015-02-04,11AM,9,2,7,927
2015-02-04,4PM,4,3,7,437
2015-02-04,9PM,5,1,0,510
2015-02-05,11AM,2,4,8,248
2015-02-05,4PM,3,2,6,326
2015-02-05,9PM,5,2,8,528
2015-02-06,11AM,7,2,9,729
2015-02-06,4PM,0,7,0,070
2015-02-06,9PM,7,2,9,729
2015-02-07,11AM,4,8,7,487
2015-02-07,4PM,3,4,4,344
2015-02-07,9PM,0,6,2,062
2015-02-08,11AM,1,8,1,181
2015-02-08,4PM,3,4,3,343
2015-02-08,9PM,6,1,9,619
2015-02-09,11AM,8,2,4,824
2015-02-09,4PM,1,8,2,182
2015-02-09,9PM,5,1,8,518
2015-02-10,11AM,3,3,1,331
2015-02-10,4PM,1,3,8,138
2015-02-10,9PM,3,4,2,342
2015-02-11,11AM,6,1,7,617
2015-02-11,4PM,3,2,5,325
2015-02-11,9PM,2,4,3,243
2015-02-12,11AM,5,8,7,587
2015-02-12,4PM,5,2,6,526
2015-02-12,9PM,6,6,3,663
2015-02-13,11AM,7,5,5,755
2015-02-13,4PM,4,8,6,486
2015-02-13,9PM,1,7,8,178
2015-02-14,11AM,0,8,6,086
2015-02-14,4PM,7,6,1,761
2015-02-14,9PM,0,7,5,075
2015-02-15,11AM,0,3,7,037
2015-02-15,4PM,7,0,6,706
2015-02-15,9PM,5,0,3,503
2015-02-16,11AM,1,9,8,198
2015-02-16,4PM,4,0,7,407
2015-02-16,9PM,7,1,3,713
2015-02-17,11AM,7,7,3,773
2015-02-17,4PM,5,5,2,552
2015-02-17,9PM,0,0,3,003
2015-02-18,11AM,9,5,0,950
2015-02-18,4PM,9,1,0,910
2015-02-18,9PM,7,7,3,773
2015-02-19,11AM,3,0,9,309
2015-02-19,4PM,8,6,8,868
2015-02-19,9PM,3,7,5,375
2015-02-20,11AM,2,4,7,247
2015-02-20,4PM,6,8,6,686
2015-02-20,9PM,3,8,3,383
2015-02-21,11AM,1,6,9,169
2015-02-21,4PM,8,0,0,800
2015-02-21,9PM,1,2,8,128
2015-02-22,11AM,6,7,5,675
2015-02-22,4PM,5,4,0,540
2015-02-22,9PM,1,3,8,138
2015-02-23,11AM,0,7,4,074
2015-02-23,4PM,2,8,3,283
2015-02-23,9PM,6,2,7,627
2015-02-24,11AM,8,1,5,815
2015-02-24,4PM,9,8,9,989
2015-02-24,9PM,3,4,4,344
2015-02-25,11AM,1,8,5,185
2015-02-25,4PM,0,7,8,078
2015-02-25,9PM,2,2,9,229
2015-02-26,11AM,8,0,0,800
2015-02-26,4PM,8,4,9,849
2015-02-26,9PM,1,5,1,151
2015-02-27,11AM,9,8,3,983
2015-02-27,4PM,6,3,8,638
2015-02-27,9PM,0,1,4,014
2015-02-28,11AM,8,6,5,865
2015-02-28,4PM,2,8,5,285
2015-02-28,9PM,9,7,5,975
2015-03-01,11AM,5,5,2,552
2015-03-01,4PM,7,9,1,791
2015-03-01,9PM,2,6,1,261
2015-03-02,11AM,8,8,3,883
2015-03-02,4PM,8,6,6,866
2015-03-02,9PM,1,6,0,160
2015-03-03,11AM,7,2,6,726
2015-03-03,4PM,4,3,3,433
2015-03-03,9PM,1,6,5,165
2015-03-04,11AM,8,7,0,870
2015-03-04,4PM,2,0,5,205
2015-03-04,9PM,7,7,8,778
2015-03-05,11AM,6,0,1,601
2015-03-05,4PM,5,0,0,500
2015-03-05,9PM,1,1,0,110
2015-03-06,11AM,4,1,7,417
2015-03-06,4PM,9,8,1,981
2015-03-06,9PM,9,2,3,923
2015-03-07,11AM,7,7,9,779
2015-03-07,4PM,0,6,3,063
2015-03-07,9PM,0,9,1,091
2015-03-08,11AM,0,4,3,043
2015-03-08,4PM,0,1,1,011
2015-03-08,9PM,7,9,5,795
2015-03-09,11AM,8,2,3,823
2015-03-09,4PM,1,6,3,163
2015-03-09,9PM,0,0,5,005
2015-03-10,11AM,8,6,9,869
2015-03-10,4PM,7,6,3,763
2015-03-10,9PM,5,2,5,525
2015-03-11,11AM,2,7,0,270
2015-03-11,4PM,8,1,8,818
2015-03-11,9PM,1,0,9,109
2015-03-12,11AM,6,1,8,618
2015-03-12,4PM,4,5,3,453
2015-03-12,9PM,8,3,5,835
2015-03-13,11AM,3,7,4,374
2015-03-13,4PM,3,6,3,363
2015-03-13,9PM,9,8,0,980
2015-03-14,11AM,9,1,9,919
2015-03-14,4PM,0,2,0,020
2015-03-14,9PM,0,3,4,034
2015-03-15,11AM,5,0,0,500
2015-03-15,4PM,4,5,2,452
2015-03-15,9PM,2,7,0,270
2015-03-16,11AM,1,5,0,150
2015-03-16,4PM,4,2,8,428
2015-03-16,9PM,8,9,4,894
2015-03-17,11AM,0,9,8,098
2015-03-17,4PM,1,7,8,178
2015-03-17,9PM,7,3,2,732
2015-03-18,11AM,9,1,8,918
2015-03-18,4PM,5,4,2,542
2015-03-18,9PM,3,5,2,352
2015-03-19,11AM,8,7,8,878
2015-03-19,4PM,8,6,3,863
2015-03-19,9PM,7,5,8,758
2015-03-20,11AM,6,6,6,666
2015-03-20,4PM,3,5,7,357
2015-03-20,9PM,6,6,1,661
2015-03-21,11AM,5,8,5,585
2015-03-21,4PM,3,2,2,322
2015-03-21,9PM,4,1,9,419
2015-03-22,11AM,2,2,4,224
2015-03-22,4PM,3,7,7,377
2015-03-22,9PM,6,2,8,628
2015-03-23,11AM,5,7,5,575
2015-03-23,4PM,8,6,3,863
2015-03-23,9PM,3,7,3,373
2015-03-24,11AM,5,0,9,509
2015-03-24,4PM,7,5,5,755
2015-03-24,9PM,4,5,8,458
2015-03-25,11AM,2,8,2,282
2015-03-25,4PM,3,9,3,393
2015-03-25,9PM,9,7,8,978
2015-03-26,11AM,2,9,2,292
2015-03-26,4PM,1,2,3,123
2015-03-26,9PM,6,1,0,610
2015-03-27,11AM,5,7,3,573
2015-03-27,4PM,8,8,0,880
2015-03-27,9PM,5,2,9,529
2015-03-28,11AM,5,8,9,589
2015-03-28,4PM,5,3,6,536
2015-03-28,9PM,3,3,2,332
2015-03-29,11AM,3,2,2,322
2015-03-29,4PM,8,7,9,879
2015-03-29,9PM,3,6,7,367
2015-03-30,11AM,5,6,1,561
2015-03-30,4PM,7,1,2,712
2015-03-30,9PM,2,9,7,297
2015-03-31,11AM,5,1,9,519
2015-03-31,4PM,6,0,2,602
2015-03-31,9PM,8,7,8,878
2015-04-01,11AM,2,5,0,250
2015-04-01,4PM,8,6,9,869
2015-04-01,9PM,8,2,2,822
2015-04-06,11AM,3,0,4,304
2015-04-06,4PM,3,6,8,368
2015-04-06,9PM,2,8,5,285
2015-04-07,11AM,3,3,0,330
2015-04-07,4PM,5,1,5,515
2015-04-07,9PM,4,9,1,491
2015-04-08,11AM,4,7,6,476
2015-04-08,4PM,2,7,8,278
2015-04-08,9PM,9,9,6,996
2015-04-09,11AM,8,6,2,862
2015-04-09,4PM,2,2,5,225
2015-04-09,9PM,5,9,5,595
2015-04-10,11AM,0,5,7,057
2015-04-10,4PM,1,0,4,104
2015-04-10,9PM,6,8,0,680
2015-04-11,11AM,2,9,4,294
2015-04-11,4PM,1,9,2,192
2015-04-11,9PM,4,6,1,461
2015-04-12,11AM,7,5,2,752
2015-04-12,4PM,9,6,1,961
2015-04-12,9PM,0,9,2,092
2015-04-13,11AM,5,0,2,502
2015-04-13,4PM,0,1,8,018
2015-04-13,9PM,3,5,3,353
2015-04-14,11AM,0,7,4,074
2015-04-14,4PM,8,8,0,880
2015-04-14,9PM,8,1,8,818
2015-04-15,11AM,5,0,5,505
2015-04-15,4PM,8,5,9,859
2015-04-15,9PM,1,3,7,137
2015-04-16,11AM,9,5,2,952
2015-04-16,4PM,3,9,6,396
2015-04-16,9PM,4,8,3,483
2015-04-17,11AM,1,0,6,106
2015-04-17,4PM,0,0,5,005
2015-04-17,9PM,8,7,1,871
2015-04-18,11AM,6,8,9,689
2015-04-18,4PM,2,8,3,283
2015-04-18,9PM,0,6,4,064
2015-04-19,11AM,7,2,7,727
2015-04-19,4PM,3,6,1,361
2015-04-19,9PM,0,8,4,084
2015-04-20,11AM,3,4,9,349
2015-04-20,4PM,1,3,4,134
2015-04-20,9PM,8,8,2,882
2015-04-21,11AM,7,0,2,702
2015-04-21,4PM,9,8,1,981
2015-04-21,9PM,7,1,3,713
2015-04-22,11AM,6,6,9,669
2015-04-22,4PM,6,5,4,654
2015-04-22,9PM,6,3,4,634
2015-04-23,11AM,2,9,3,293
2015-04-23,4PM,8,7,8,878
2015-04-23,9PM,7,7,2,772
2015-04-24,11AM,0,3,9,039
2015-04-24,4PM,9,3,0,930
2015-04-24,9PM,6,3,6,636
2015-04-25,11AM,7,5,2,752
2015-04-25,4PM,5,9,0,590
2015-04-25,9PM,2,7,0,270
2015-04-26,11AM,4,8,4,484
2015-04-26,4PM,7,7,3,773
2015-04-26,9PM,8,9,2,892
2015-04-27,11AM,8,2,2,822
2015-04-27,4PM,6,6,4,664
2015-04-27,9PM,9,3,2,932
2015-04-28,11AM,8,6,9,869
2015-04-28,4PM,8,4,4,844
2015-04-28,9PM,6,5,1,651
2015-04-29,11AM,6,0,1,601
2015-04-29,4PM,4,0,7,407
2015-04-29,9PM,5,6,3,563
2015-04-30,11AM,6,2,8,628
2015-04-30,4PM,8,6,0,860
2015-04-30,9PM,2,3,1,231
2015-05-01,11AM,2,9,1,291
2015-05-01,4PM,2,3,1,231
2015-05-01,9PM,9,6,0,960
2015-05-02,11AM,4,1,0,410
2015-05-02,4PM,6,5,7,657
2015-05-02,9PM,9,4,7,947
2015-05-03,11AM,1,1,0,110
2015-05-03,4PM,3,0,4,304
2015-05-03,9PM,1,4,5,145
2015-05-04,11AM,1,4,2,142
2015-05-04,4PM,6,6,4,664
2015-05-04,9PM,3,1,5,315
2015-05-05,11AM,4,7,1,471
2015-05-05,4PM,0,1,8,018
2015-05-05,9PM,5,6,2,562
2015-05-06,11AM,9,9,4,994
2015-05-06,4PM,3,6,2,362
2015-05-06,9PM,3,4,2,342
2015-05-07,11AM,8,6,6,866
2015-05-07,4PM,8,7,5,875
2015-05-07,9PM,3,5,7,357
2015-05-08,11AM,0,4,8,048
2015-05-08,4PM,7,0,6,706
2015-05-08,9PM,1,9,7,197
2015-05-09,11AM,5,4,5,545
2015-05-09,4PM,9,4,5,945
2015-05-09,9PM,7,1,8,718
2015-05-10,11AM,2,0,5,205
2015-05-10,4PM,1,7,6,176
2015-05-10,9PM,6,0,3,603
2015-05-11,11AM,3,0,2,302
2015-05-11,4PM,4,6,6,466
2015-05-11,9PM,0,1,5,015
2015-05-12,11AM,0,0,1,001
2015-05-12,4PM,9,7,8,978
2015-05-12,9PM,5,8,5,585
2015-05-13,11AM,3,0,0,300
2015-05-13,4PM,9,1,9,919
2015-05-13,9PM,8,8,7,887
2015-05-14,11AM,2,1,6,216
2015-05-14,4PM,6,3,2,632
2015-05-14,9PM,9,2,0,920
2015-05-15,11AM,2,5,3,253
2015-05-15,4PM,8,8,0,880
2015-05-15,9PM,3,2,5,325
2015-05-16,11AM,3,6,3,363
2015-05-16,4PM,9,1,0,910
2015-05-16,9PM,1,9,1,191
2015-05-17,11AM,5,5,8,558
2015-05-17,4PM,9,9,7,997
2015-05-17,9PM,7,8,6,786
2015-05-18,11AM,5,9,3,593
2015-05-18,4PM,8,6,6,866
2015-05-18,9PM,5,4,1,541
2015-05-19,11AM,2,1,0,210
2015-05-19,4PM,2,7,7,277
2015-05-19,9PM,8,0,2,802
2015-05-20,11AM,8,2,8,828
2015-05-20,4PM,3,3,0,330
2015-05-20,9PM,1,0,5,105
2015-05-21,11AM,6,4,7,647
2015-05-21,4PM,9,5,3,953
2015-05-21,9PM,6,5,1,651
2015-05-22,11AM,7,6,6,766
2015-05-22,4PM,6,8,5,685
2015-05-22,9PM,1,3,1,131
2015-05-23,11AM,3,6,2,362
2015-05-23,4PM,5,0,4,504
2015-05-23,9PM,5,3,3,533
2015-05-24,11AM,4,6,4,464
2015-05-24,4PM,1,7,1,171
2015-05-24,9PM,2,7,9,279
2015-05-25,11AM,0,4,3,043
2015-05-25,4PM,6,6,4,664
2015-05-25,9PM,1,3,8,138
2015-05-26,11AM,5,1,6,516
2015-05-26,4PM,4,7,1,471
2015-05-26,9PM,4,2,4,424
2015-05-27,11AM,1,4,3,143
2015-05-27,4PM,6,5,2,652
2015-05-27,9PM,9,9,7,997
2015-05-28,11AM,0,0,5,005
2015-05-28,4PM,3,5,7,357
2015-05-28,9PM,7,4,9,749
2015-05-29,11AM,5,5,0,550
2015-05-29,4PM,1,1,7,117
2015-05-29,9PM,8,1,9,819
2015-05-30,11AM,8,4,7,847
2015-05-30,4PM,5,5,3,553
2015-05-30,9PM,7,1,5,715
2015-05-31,11AM,5,8,8,588
2015-05-31,4PM,2,9,7,297
2015-05-31,9PM,5,5,5,555
2015-06-01,11AM,6,5,0,650
2015-06-01,4PM,3,6,8,368
2015-06-01,9PM,7,1,5,715
2015-06-02,11AM,5,9,7,597
2015-06-02,4PM,6,6,1,661
2015-06-02,9PM,2,5,5,255
2015-06-03,11AM,2,2,5,225
2015-06-03,4PM,0,0,8,008
2015-06-03,9PM,3,2,6,326
2015-06-04,11AM,9,2,4,924
2015-06-04,4PM,0,8,6,086
2015-06-04,9PM,6,9,1,691
2015-06-05,11AM,9,8,4,984
2015-06-05,4PM,8,8,6,886
2015-06-05,9PM,5,8,1,581
2015-06-06,11AM,8,3,8,838
2015-06-06,4PM,6,5,6,656
2015-06-06,9PM,5,5,6,556
2015-06-07,11AM,9,8,4,984
2015-06-07,4PM,2,2,2,222
2015-06-07,9PM,2,8,8,288
2015-06-08,11AM,5,7,9,579
2015-06-08,4PM,1,8,8,188
2015-06-08,9PM,2,4,2,242
2015-06-09,11AM,2,2,0,220
2015-06-09,4PM,7,7,2,772
2015-06-09,9PM,1,6,1,161
2015-06-10,11AM,6,8,3,683
2015-06-10,4PM,0,8,6,086
2015-06-10,9PM,4,2,6,426
2015-06-11,11AM,2,0,7,207
2015-06-11,4PM,7,2,3,723
2015-06-11,9PM,7,2,5,725
2015-06-12,11AM,3,3,3,333
2015-06-12,4PM,8,2,4,824
2015-06-12,9PM,4,4,2,442
2015-06-13,11AM,1,9,6,196
2015-06-13,4PM,3,8,0,380
2015-06-13,9PM,5,2,4,524
2015-06-14,11AM,1,7,3,173
2015-06-14,4PM,0,4,7,047
2015-06-14,9PM,2,4,9,249
2015-06-15,11AM,5,4,2,542
2015-06-15,4PM,7,3,7,737
2015-06-15,9PM,9,8,3,983
2015-06-16,11AM,3,9,1,391
2015-06-16,4PM,4,0,1,401
2015-06-16,9PM,7,0,8,708
2015-06-17,11AM,7,8,2,782
2015-06-17,4PM,2,9,0,290
2015-06-17,9PM,2,7,5,275
2015-06-18,11AM,4,4,3,443
2015-06-18,4PM,1,0,0,100
2015-06-18,9PM,1,3,7,137
2015-06-19,11AM,4,8,2,482
2015-06-19,4PM,2,2,1,221
2015-06-19,9PM,4,8,4,484
2015-06-20,11AM,9,7,2,972
2015-06-20,4PM,2,4,3,243
2015-06-20,9PM,1,1,8,118
2015-06-21,11AM,0,9,4,094
2015-06-21,4PM,2,0,8,208
2015-06-21,9PM,5,0,2,502
2015-06-22,11AM,9,6,1,961
2015-06-22,4PM,3,0,8,308
2015-06-22,9PM,5,5,1,551
2015-06-23,11AM,0,1,8,018
2015-06-23,4PM,1,2,4,124
2015-06-23,9PM,9,0,2,902
2015-06-24,11AM,1,6,6,166
2015-06-24,4PM,9,7,7,977
2015-06-24,9PM,1,5,8,158
2015-06-25,11AM,6,9,3,693
2015-06-25,4PM,6,2,5,625
2015-06-25,9PM,6,4,9,649
2015-06-26,11AM,3,2,8,328
2015-06-26,4PM,0,6,6,066
2015-06-26,9PM,6,0,2,602
2015-06-27,11AM,1,8,4,184
2015-06-27,4PM,7,8,7,787
2015-06-27,9PM,6,0,1,601
2015-06-28,11AM,7,8,9,789
2015-06-28,4PM,8,6,0,860
2015-06-28,9PM,3,9,6,396
